144.47,-39.84,212
144.47,-41.80,1
144.51,-39.17,40
144.53,-38.81,-37
144.53,-40.38,258
144.54,-38.48,-76
144.57,-38.85,-28
144.61,-39.49,127
144.68,-14.36,-377
144.68,-38.30,92
144.71,-14.40,-373
144.71,-14.40,-373
144.72,-14.30,-395
144.72,-14.35,-384
144.75,-14.27,-405
144.78,-14.24,-414
144.79,-14.16,-467
144.90,-37.93,96
144.90,-40.33,413
145.02,-37.99,95
145.07,-41.92,-6
145.10,-14.54,-377
145.11,-42.35,-16
145.11,-42.40,-17
145.12,-42.32,-15
145.14,-42.27,-14
145.15,-42.26,-13
145.15,-42.67,-28
145.16,-14.62,-372
145.17,-14.56,-387
145.17,-14.57,-385
145.17,-40.46,339
145.21,-42.85,-37
145.22,-42.89,-39
145.24,-38.62,-29
145.24,-38.69,-17
145.24,-42.93,-41
145.25,-14.60,-404
145.27,-14.58,-412
145.29,-14.59,-417
145.31,-43.24,-55
145.32,-14.60,-425
145.36,-14.63,-434
145.36,-38.80,6
145.44,-43.61,-76
145.45,-14.63,-454
145.48,-15.12,-493
145.51,-40.43,230
145.59,-15.74,-574
145.62,-38.92,33
145.63,-14.28,-505
145.64,-16.34,-527
145.68,-43.80,-93
145.74,-16.65,-516
145.82,-15.48,-531
145.82,-16.26,-546
145.89,-40.57,149
145.96,-17.11,-504
145.98,-17.17,-501
146.10,-38.92,87
146.12,-16.84,-521
146.12,-17.33,-501
146.15,-43.68,-111
146.19,-41.12,104
146.20,-40.66,93
146.26,-39.40,19
146.31,-39.23,84
146.35,-38.81,34
146.35,-39.88,-38
146.39,-18.77,-491
146.40,-41.13,79
146.40,-43.75,-152
146.42,-16.34,-547
146.43,-39.50,-51
146.44,-40.55,40
146.47,-17.63,-530
146.51,-40.23,-19
146.56,-40.17,-41
146.57,-41.12,55
146.60,-43.55,-164
146.63,-18.70,-566
146.63,-43.82,-181
146.66,-39.71,-120
146.68,-43.61,-173
146.70,-40.53,-13
146.71,-16.67,-557
146.72,-43.63,-183
146.74,-18.47,-619
146.77,-17.42,-579
146.79,-43.62,-194
146.86,-40.31,-86
146.87,-38.77,-162
146.89,-43.82,-217
146.91,-19.11,-536
146.92,-19.25,-499
147.12,-40.87,-37
147.16,-40.87,-41
147.16,-43.60,-254
147.19,-39.48,-195
147.20,-39.72,-139
147.24,-40.81,-74
147.26,-40.54,-174
147.30,-38.61,-190
147.43,-39.62,-302
147.47,-38.72,-245
147.47,-40.47,-269
147.52,-42.89,-357
147.55,-19.30,-454
147.58,-19.39,-414
147.62,-19.30,-504
147.62,-19.38,-424
147.65,-39.58,-481
147.67,-43.76,-317
147.68,-38.56,-314
147.68,-43.25,-364
147.69,-40.40,-413
147.72,-40.38,-374
147.73,-19.68,-375
147.76,-39.36,-417
147.76,-39.93,-422
147.77,-19.62,-395
147.77,-42.94,-290
147.82,-39.12,-383
147.82,-40.10,-374
147.83,-37.96,-341
147.92,-38.51,-394
147.99,-38.85,-432
148.16,-19.14,-570
148.19,-40.26,-69
148.22,-19.62,-339
148.26,-39.71,-668
148.28,-37.90,-428
148.36,-43.20,-375
148.44,-42.84,-404
148.47,-42.77,-409
148.48,-42.19,-454
148.49,-42.70,-414
148.49,-42.96,-395
148.49,-43.82,-330
148.50,-39.57,-585
148.50,-43.52,-357
148.54,-37.90,-465
